ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-1.6429559772373021,-0.7841898562408472,1.5972695798689653,-1.442732078104238,-0.530469691577482,0.9406722945588767,-0.022153315072449192,-0.6015805197803117,0.7603493490503062,1
-0.6741624996574995,0.6354997158846661,-1.0938956623602505,1.409106151832744,-0.43723871239697965,-0.2073538784371615,-1.073225399425361,-2.2470169907502076,-1.3179227607030803,0
-0.39189346702447386,-1.1623745059008834,-0.9956372034427756,-0.10590762218381888,-1.0433873142781571,-0.8212789618206308,0.4116314729412079,-0.18274047655990744,-0.28104015615576444,1
0.02281479569905738,0.004421337651985627,0.589604970803669,-0.6120950454503397,0.021559553563593275,0.8863065704017925,1.344586004671635,-0.4227198790568365,-0.2626977029011115,0
0.18233884680248247,0.8394434296762413,-1.2149281221578438,1.1450064991581126,0.021559553563593275,0.8445301158883719,1.1745959595059516,0.4642367816918682,1.1777337889998065,0
-0.35964074178884037,-0.18257808611538287,-0.7675787754628842,-0.12513619485896837,0.6234846957516039,-0.907071874237739,0.18636678838653667,-0.0058421490612272945,-0.6740097260542497,0
-1.1354003067665934,2.377906516034244,-2.22566366908081,-0.8703879684315303,-0.033705780923362495,-0.9723620370284968,0.311534872700001,0.016857944954604662,2.2075954893497776,1
-0.004811595488393056,2.4010518566543775,2.6246064390953663,0.8361306159172409,-2.766796538548123,0.7388689476641677,0.12821451153880253,-0.9025806726252852,0.20374933420449248,1
-1.3910015081290719,-0.194547164738185,0.849865383606611,-1.3801061960575745,-0.9216665517791357,-1.1640981910783845,-0.9816889102369942,3.1562371344553672,-0.5564242929141565,1
-0.47568870527102325,0.10129245785393488,-0.17497458605347044,-0.824578637909958,0.021559553563593275,-1.012148916173924,0.720210000369382,0.12160536943349767,0.8902379444019484,0
-0.3158436414832026,0.16832354970842722,-0.5696252191289529,0.797711765731756,0.7423090755974218,0.8143089690633346,-1.1951425157890634,-0.40504137731787265,-0.10929536748816629,1
0.13155959965673017,0.03962619217151618,0.6100581984884172,0.437884694862924,-0.8006363416204659,-1.565576314219091,0.09980294688984166,0.01352274069379782,0.9579462908314208,1
-0.41707349354477896,1.258960533542634,-1.6645154253542238,1.7612353446281719,-3.301706773337687,-0.8663008310703759,0.03931792785871451,-0.7454891533213129,-1.424143065240759,0
-0.676006342594168,0.5673963376434276,-1.2022074056388936,0.07133451844486037,0.021559553563593275,-1.0186972592275805,-0.3197070848749023,2.04794426997881,-0.38637654915632713,0
-1.7332778250212835,-0.8327173759879232,0.9712781134057801,-0.03036958246150048,2.1947059095552044,-0.502457137550603,0.8446300513697774,0.24719637555106944,-1.002165760417357,1
0.2789156713245344,0.18947833922455976,0.534744013295562,-0.0006617665618261998,-0.5769505400836531,-1.4870473614030693,1.1298209570961393,0.06091058938962812,0.49971448500459575,1
0.5497518350550875,1.0026136375265873,-0.7137656030277608,0.8207513407493408,-0.5241210780698258,-0.030629542056822376,1.0179557615400439,-0.6326598878921887,-0.43294138148096306,0
-1.352693015771444,1.3541198249865443,0.7488532335638496,-2.5750353411813593,-2.0846830680241,0.324959253560515,-0.1356836884470353,0.32448918182668995,0.8632296322348866,1
-0.24063537154827752,0.032699713055393556,0.47202146123069316,-0.10997280083903828,0.3553831349298676,0.5859593117542131,1.263547616994071,0.19474354924674142,0.24686189965188338,1
1.67174803712692,0.13010887026381643,-0.22265075769613454,-0.02791939094880682,-0.8263871131700186,-1.1244331957514675,0.7155745760324633,0.3116126656236267,-1.2135353288124728,0
0.2767293480652287,-1.456430047646479,0.8008160555255862,0.9321778109560239,-0.033705780923362495,1.3041417234407242,-1.4437713352184463,-0.5356713819364315,-2.7281226785075403,1
